MD_ID,ID_stats,number_arm,Trial_Reg_No,Prospective_Registr,Full_text_link,name_study,First_author,Journal_abbrv,Year,Type_publication,Pub_date_online,Blinding,Start_date,Center,Funding,Fund_Source,Research_question,Countries,Treatment_control,stats_name,n_Randomized,n_Analyzed_,All_cause_mortality_events_D28,mortality_d28_N,mort_D28_TP,Definition_of_clinical_improvement,Clinical_improvement_D28_n,clinic_imp_d28_N,clin_imp_D28_TP,SCORE_7_and_above_D28,score7_d28_N,score7_D28_TP,Total_AE,Serious_AE,safety_N,Safety_timepoint,ROB_6_for_website,Blind,Fund,Sample_size,HIC_LIC,Comment_HIC_LIC,CAF_mort,CAF_CI,CAF_WHO7,CAF_AE,CAF_SAE,Same_analysis,What_changed,new_outcome,del_outcome,unchanged,change_events,Status
122_preprint,122,2,NCT04325893,Yes,https://www.medrxiv.org/content/10.1101/2020.10.19.20214940v1.full.pdf,*,DubÃ©e V,medRxiv,2020,preprint,10/21/2020, double blinding,4/1/2020,Multicenter,Public/non profit,"French Ministry of Health, Pays de la Loire region, Angers Loire Metropole conurbation",Mild/Moderate,"France, Monaco",Control,Placebo,125,123,11,*,28,Decrease of at least one point on the ordinal scale - WHO 8-point Ordinal Scale for Clinical Improvement (OSCI),93,*,28,12,*,28,61,4,120,28,Some concerns,blinded,Other,250,HIC,,N,N,N,N,N,,,,,,,consistent
122_pub,122,1,NCT04325893,Yes,https://www.clinicalmicrobiologyandinfection.com/action/showPdf?pii=S1198-743X%2821%2900140-3,*,Dubee V,Clin Microbiol Infec,2021,published paper,4/1/2021,"Participants, outcome assessor and health care pro",4/1/2020,Multicenter,Public/non profit,"French Ministry of Health, Pays de la Loire region, Angers Loire Metropole conurbation",Mild/Moderate,"France, Monaco",Treatment,Hydroxychloroquine,125,124,6,*,28,Decrease of at least one point on the ordinal scale - WHO 8-point Ordinal Scale for Clinical Improvement (OSCI),98,*,28,9,*,28,70,3,124,28,Some concerns,blinded,Other,250,HIC,,N,N,N,N,N,,,,,,,consistent
122_pub,122,2,NCT04325893,Yes,https://www.clinicalmicrobiologyandinfection.com/action/showPdf?pii=S1198-743X%2821%2900140-3,*,Dubee V,Clin Microbiol Infec,2021,published paper,4/1/2021,"Participants, outcome assessor and health care pro",4/1/2020,Multicenter,Public/non profit,"French Ministry of Health, Pays de la Loire region, Angers Loire Metropole conurbation",Mild/Moderate,"France, Monaco",Control,Placebo,125,123,11,*,28,Decrease of at least one point on the ordinal scale - WHO 8-point Ordinal Scale for Clinical Improvement (OSCI),93,*,28,12,*,28,61,4,120,28,Some concerns,blinded,Other,250,HIC,,N,N,N,N,N,,,,,,,consistent
127_preprint,127,2,NCT04372186,Yes,https://www.medrxiv.org/content/10.1101/2020.10.21.20210203v1.full.pdf,*,Salama C,medRxiv,2020,preprint,10/23/2020, double blinding,5/14/2020,Multicenter,Private,"Genentech, Inc.",Severe,Multinational,Treatment,Tocilizumab,259,249,26,*,28,time to a â‰¥2 category improvement in clinical status relative to baseline on a 7-category ordinal scale,*,*,*,*,*,*,127,38,250,60,Some concerns,blinded,Industry_Mixed,388,Mixed,,N,Y,,N,N,Y,,,,,,consistent
127_preprint,127,2,NCT04372186,Yes,https://www.medrxiv.org/content/10.1101/2020.10.21.20210203v1.full.pdf,*,Salama C,medRxiv,2020,preprint,10/23/2020, double blinding,5/14/2020,Multicenter,Private,"Genentech, Inc.",Severe,Multinational,Control,Placebo,129,128,11,*,28,time to a â‰¥2 category improvement in clinical status relative to baseline on a 7-category ordinal scale,*,*,*,*,*,*,67,25,127,60,Some concerns,blinded,Industry_Mixed,388,Mixed,,N,Y,,N,N,Y,,,,,,consistent
127_pub,127,1,NCT04372186,Yes,https://www.nejm.org/doi/full/10.1056/NEJMoa2030340 https://www.medrxiv.org/content/10.1101/2020.10.21.20210203v1.full.pdf,EMPACTA,Salama C,N Engl J Med,2020,published paper,12/17/2020, double blinding,5/14/2020,Multicenter,Private,"Genentech, Inc.",Mild to severe,"Brazil, Kenya, Mexico, Peru, South Africa, USA",Treatment,Tocilizumab,259,249,26,*,28,"At least a two-category improvement in
clinical status relative to baseline on the seven-category
ordinal scale (for patients in category 2
at baseline. those with a clinical status of category
1 were considered to have met the threshold)",*,*,28,*,*,*,127,38,250,60,Some concerns,blinded,Industry_Mixed,388,Mixed,,N,Y,,N,N,Y,,,,,,consistent
127_pub,127,2,NCT04372186,Yes,https://www.nejm.org/doi/full/10.1056/NEJMoa2030340 https://www.medrxiv.org/content/10.1101/2020.10.21.20210203v1.full.pdf,EMPACTA,Salama C,N Engl J Med,2020,published paper,12/17/2020, double blinding,5/14/2020,Multicenter,Private,"Genentech, Inc.",Mild to severe,"Brazil, Kenya, Mexico, Peru, South Africa, USA",Control,Placebo,129,128,11,*,28,"At least a two-category improvement in
clinical status relative to baseline on the seven-category
ordinal scale (for patients in category 2
at baseline. those with a clinical status of category
1 were considered to have met the threshold)",*,*,28,*,*,*,67,25,127,60,Some concerns,blinded,Industry_Mixed,388,Mixed,,N,Y,,N,N,Y,,,,,,consistent
128_preprint,128,2,NCT04288102,Yes,https://www.medrxiv.org/content/10.1101/2020.10.15.20213553v2.full.pdf,*,Shi L,medRxiv,2020,preprint,10/20/2020, double blinding,3/5/2020,Multicenter,Public/non profit,The National Key R&D Program of China; The Innovation Groups of the National Natural Science Foundation of China; The National Science and Technology Major Project,Severe,China,Treatment,hUC-MSC,66,65,0,*,28,Six-category scale at day 10: Not hospitalized,11,*,10,0,*,10,36,1,*,*,Some concerns,blinded,Other,101,LIC_MIC,,N,N,N,N,N,,,,,,,consistent
128_preprint,128,2,NCT04288102,Yes,https://www.medrxiv.org/content/10.1101/2020.10.15.20213553v2.full.pdf,*,Shi L,medRxiv,2020,preprint,10/20/2020, double blinding,3/5/2020,Multicenter,Public/non profit,The National Key R&D Program of China; The Innovation Groups of the National Natural Science Foundation of China; The National Science and Technology Major Project,Severe,China,Control,Placebo,35,35,0,*,28,Six-category scale at day 10: Not hospitalized,6,*,10,0,*,10,21,0,*,*,Some concerns,blinded,Other,101,LIC_MIC,,N,N,N,N,N,,,,,,,consistent
128_pub,128,1,NCT04288102,Yes,https://www.nature.com/articles/s41392-021-00488-5.pdf,*,Shi L,Signal Transduction ,2021,published paper,2/10/2021,Participants and outcome assessor,3/5/2020,Multicenter,Public/non profit,The National Key R&D Program of China; The Innovation Groups of the National Natural Science Foundation of China; The National Science and Technology Major Project,Severe,China,Treatment,hUC-MSC,66,65,0,*,28,Six-category scale at day 10: Not hospitalized,11,*,10,0,*,10,36,1,*,*,Some concerns,blinded,Other,101,LIC_MIC,,N,N,N,N,N,,,,,,,consistent
128_pub,128,2,NCT04288102,Yes,https://www.nature.com/articles/s41392-021-00488-5.pdf,*,Shi L,Signal Transduction ,2021,published paper,2/10/2021,Participants and outcome assessor,3/5/2020,Multicenter,Public/non profit,The National Key R&D Program of China; The Innovation Groups of the National Natural Science Foundation of China; The National Science and Technology Major Project,Severe,China,Control,Placebo,35,35,0,*,28,Six-category scale at day 10: Not hospitalized,6,*,10,0,*,10,21,0,*,*,Some concerns,blinded,Other,101,LIC_MIC,,N,N,N,N,N,,,,,,,consistent
129_preprint,129,2,NCT04552483 ; RBR-4n,No,https://www.medrxiv.org/content/10.1101/2020.10.21.20217208v1.full.pdf,*,Rocco PRM,medRxiv,2020,preprint,10/23/2020, double blinding,6/8/2020,Multicenter,Mixed,"Brazilian Council for Scientific and Technological Development (CNPq), Brazilian Ministry of Science, Technology, and Innovation for Virus Network; Brasilia, Brazil, and Funding Authority for Studies and Projects, Brasil",Mild,Brazil,Treatment,Nitazoxanide ,238,194,*,*,*,*,*,*,*,*,*,*,60,0,*,*,Some concerns,blinded,Industry_Mixed,475,LIC_MIC,,N,Y,Y,N,N,Y,,,,,,add_delete
129_preprint,129,2,NCT04552483 ; RBR-4n,No,https://www.medrxiv.org/content/10.1101/2020.10.21.20217208v1.full.pdf,*,Rocco PRM,medRxiv,2020,preprint,10/23/2020, double blinding,6/8/2020,Multicenter,Mixed,"Brazilian Council for Scientific and Technological Development (CNPq), Brazilian Ministry of Science, Technology, and Innovation for Virus Network; Brasilia, Brazil, and Funding Authority for Studies and Projects, Brasil",Mild,Brazil,Control,Placebo,237,198,*,*,*,*,*,*,*,*,*,*,60,0,*,*,Some concerns,blinded,Industry_Mixed,475,LIC_MIC,,N,Y,Y,N,N,Y,,,,,,add_delete
129_pub,129,1,NCT04552483,No,https://erj.ersjournals.com/content/erj/early/2020/12/17/13993003.03725-2020.full.pdf,*,Rocco PRM,Eur Respir J,2020,published paper,12/24/2020,Participants and outcome assessor,6/8/2020,Multicenter,Mixed,"Brazilian Council for Scientific and Technological Development (CNPq), Brazilian Ministry of Science, Technology, and Innovation for Virus Network; Brasilia, Brazil, and Funding Authority for Studies and Projects, Brasil",Outpatients,Brazil,Treatment,Nitazoxanide ,238,194,0,*,14,*,*,*,5,*,*,5,60,0,*,14,Some concerns,blinded,Industry_Mixed,475,LIC_MIC,,N,Y,Y,N,N,Y,,,,,,add_delete
129_pub,129,2,NCT04552483,No,https://erj.ersjournals.com/content/erj/early/2020/12/17/13993003.03725-2020.full.pdf,*,Rocco PRM,Eur Respir J,2020,published paper,12/24/2020,Participants and outcome assessor,6/8/2020,Multicenter,Mixed,"Brazilian Council for Scientific and Technological Development (CNPq), Brazilian Ministry of Science, Technology, and Innovation for Virus Network; Brasilia, Brazil, and Funding Authority for Studies and Projects, Brasil",Outpatients,Brazil,Control,Placebo,237,198,0,*,14,*,*,*,5,*,*,5,60,0,*,14,Some concerns,blinded,Industry_Mixed,475,LIC_MIC,,N,Y,Y,N,N,Y,,,,,,add_delete
140_preprint,140,2,NCT04381884,Yes,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3714649,*,Krolewiecki A,SSRN,2020,preprint,11/11/2020,Unblinded,5/18/2020,Multicenter,Mixed,"Agencia Nacional de PromociÃ³n de la InvestigaciÃ³n, el Desarrollo TecnolÃ³gico y la InnovaciÃ³n, Argentina and Laboratorio ELEA/Phoenix, Argentina",Mild/Moderate,Argentina,Treatment,Ivermectin,30,30,0,*,*,*,*,*,*,1,*,*,13,1,*,*,Some concerns,unblinded,Industry_Mixed,45,LIC_MIC,,N,,N,N,N,,,,,,,consistent
140_preprint,140,2,NCT04381884,Yes,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3714649,*,Krolewiecki A,SSRN,2020,preprint,11/11/2020,Unblinded,5/18/2020,Multicenter,Mixed,"Agencia Nacional de PromociÃ³n de la InvestigaciÃ³n, el Desarrollo TecnolÃ³gico y la InnovaciÃ³n, Argentina and Laboratorio ELEA/Phoenix, Argentina",Mild/Moderate,Argentina,Control,Standard care,15,15,0,*,*,*,*,*,*,0,*,*,5,0,*,*,Some concerns,unblinded,Industry_Mixed,45,LIC_MIC,,N,,N,N,N,,,,,,,consistent
140_pub,140,1,NCT04381884,Yes,https://bit.ly/3iFdr7I https://bit.ly/2TGUok5,*,Krolewiecki A,EClinicalMedicine,2021,published paper,6/17/2021,Outcome assessor,5/18/2020,Multicenter,Mixed,"Agencia Nacional de Promocion de la Investigacion, el Desarrollo Tecnologico y la Innovacion, Argentina and Laboratorio ELEA/Phoenix, Argentina",Mild/Moderate,Argentina,Treatment,Ivermectin,30,30,0,*,30,*,*,*,*,1,*,7,13,1,*,30,Some concerns,blinded,Industry_Mixed,45,LIC_MIC,,N,,N,N,N,,,,,,,consistent
140_pub,140,2,NCT04381884,Yes,https://bit.ly/3iFdr7I https://bit.ly/2TGUok5,*,Krolewiecki A,EClinicalMedicine,2021,published paper,6/17/2021,Outcome assessor,5/18/2020,Multicenter,Mixed,"Agencia Nacional de Promocion de la Investigacion, el Desarrollo Tecnologico y la Innovacion, Argentina and Laboratorio ELEA/Phoenix, Argentina",Mild/Moderate,Argentina,Control,Standard care,15,15,0,*,30,*,*,*,*,0,*,7,5,0,*,30,Some concerns,blinded,Industry_Mixed,45,LIC_MIC,,N,,N,N,N,,,,,,,consistent
144_preprint,144,2,NCT04449718,No,https://www.medrxiv.org/content/10.1101/2020.11.16.20232397v1.full.pdf,*,Murai IH,medRxiv,2020,preprint,11/17/2020, double blinding,6/2/2020,Multicenter,Public/non profit,Sao Paulo Research Foundation (FAPESP); Conselho Nacional de Desenvolvimento Cientifico e Tecnologico,Mild to severe,Brazil,Treatment,Cholecalciferol ,120,120,8,*,*,*,*,*,*,*,*,*,1,*,*,*,Some concerns,blinded,Other,240,LIC_MIC,,N,,,N,,,,,,,,discrepTE
144_preprint,144,2,NCT04449718,No,https://www.medrxiv.org/content/10.1101/2020.11.16.20232397v1.full.pdf,*,Murai IH,medRxiv,2020,preprint,11/17/2020, double blinding,6/2/2020,Multicenter,Public/non profit,Sao Paulo Research Foundation (FAPESP); Conselho Nacional de Desenvolvimento Cientifico e Tecnologico,Mild to severe,Brazil,Control,Placebo,120,120,6,*,*,*,*,*,*,*,*,*,0,*,*,*,Some concerns,blinded,Other,240,LIC_MIC,,N,,,N,,,,,,,,discrepTE
144_pub,144,1,NCT04449718,No,https://jamanetwork.com/journals/jama/fullarticle/2776738,*,Murai IH,JAMA,2021,published paper,2/17/2021,"Double blinded, no restrictions",6/2/2020,Multicenter,Public/non profit,Sao Paulo Research Foundation (FAPESP); Conselho Nacional de Desenvolvimento Cientifico e Tecnologico,Mild to severe,Brazil,Treatment,Cholecalciferol ,120,119,9,*,40,Hospital Discharge,*,*,*,*,*,*,1,*,*,*,Some concerns,blinded,Other,240,LIC_MIC,,N,,,N,,,,,,,,discrepTE
144_pub,144,2,NCT04449718,No,https://jamanetwork.com/journals/jama/fullarticle/2776738,*,Murai IH,JAMA,2021,published paper,2/17/2021,"Double blinded, no restrictions",6/2/2020,Multicenter,Public/non profit,Sao Paulo Research Foundation (FAPESP); Conselho Nacional de Desenvolvimento Cientifico e Tecnologico,Mild to severe,Brazil,Control,Placebo,120,118,6,*,40,Hospital Discharge,*,*,*,*,*,*,0,*,*,*,Some concerns,blinded,Other,240,LIC_MIC,,N,,,N,,,,,,,,discrepTE
145_preprint,145,2,NCT04501783,No,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3696907,*,Ruzhentsova TA,SSRN,2020,preprint,10/26/2020,Unblinded,5/23/2020,Multicenter,Private,R-Pharm Group of Companies,Mild/Moderate,Russia,Treatment,Favipiravir,112,112,*,*,*,Reduction of patient clinical status on at least 1 score according to WHO 8-Category Ordinal Scale for Clinical Improvement compared to screening. ,96,*,28,*,*,*,80,2,108,28,Some concerns,unblinded,Industry_Mixed,168,LIC_MIC,,,N,,N,N,,,,,,,consistent
145_preprint,145,2,NCT04501783,No,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3696907,*,Ruzhentsova TA,SSRN,2020,preprint,10/26/2020,Unblinded,5/23/2020,Multicenter,Private,R-Pharm Group of Companies,Mild/Moderate,Russia,Control,Standard care,56,56,*,*,*,Reduction of patient clinical status on at least 1 score according to WHO 8-Category Ordinal Scale for Clinical Improvement compared to screening. ,44,*,28,*,*,*,33,0,55,28,Some concerns,unblinded,Industry_Mixed,168,LIC_MIC,,,N,,N,N,,,,,,,consistent
145_pub,145,1,NCT04501783,No,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8661194/ https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3696907,*,Ruzhentsova TA,Am J Transl Res,2021,published paper,11/30/2021,Unblinded,5/23/2020,Multicenter,Private,R-Pharm Group of Companies,Mild/Moderate,Russia,Treatment,Favipiravir,112,112,*,*,*,Reduction of patient clinical status on at least 1 score according to WHO 8-Category Ordinal Scale for Clinical Improvement compared to screening. ,96,*,28,*,*,*,80,2,108,28,Some concerns,unblinded,Industry_Mixed,168,LIC_MIC,,,N,,N,N,,,,,,,consistent
145_pub,145,2,NCT04501783,No,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8661194/ https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3696907,*,Ruzhentsova TA,Am J Transl Res,2021,published paper,11/30/2021,Unblinded,5/23/2020,Multicenter,Private,R-Pharm Group of Companies,Mild/Moderate,Russia,Control,Standard care,56,56,*,*,*,Reduction of patient clinical status on at least 1 score according to WHO 8-Category Ordinal Scale for Clinical Improvement compared to screening. ,44,*,28,*,*,*,33,0,55,28,Some concerns,unblinded,Industry_Mixed,168,LIC_MIC,,,N,,N,N,,,,,,,consistent
147_preprint,147,2,NCT04356534,No,https://www.medrxiv.org/content/10.1101/2020.11.02.20224303v1.full.pdf,*,AlQahtani M,medRxiv,2020,preprint,11/4/2020,Unblinded,4/15/2020,Multicenter,Public/non profit,Ministry of Health Bahrain and the College of Surgeons in Ireland-Bahrain,Severe,Bahrain,Treatment,Convalescent plasma,20,20,1,*,*,Discharged alive,19,*,*,*,*,*,*,*,*, ,Some concerns,unblinded,Other,40,HIC,,N,N,,,,,,,,,,consistent
147_preprint,147,2,NCT04356534,No,https://www.medrxiv.org/content/10.1101/2020.11.02.20224303v1.full.pdf,*,AlQahtani M,medRxiv,2020,preprint,11/4/2020,Unblinded,4/15/2020,Multicenter,Public/non profit,Ministry of Health Bahrain and the College of Surgeons in Ireland-Bahrain,Severe,Bahrain,Control,Standard care,20,20,2,*,*,Discharged alive,18,*,*,*,*,*,*,*,*, ,Some concerns,unblinded,Other,40,HIC,,N,N,,,,,,,,,,consistent
147_pub,147,1,NCT04356534,No,https://www.nature.com/articles/s41598-021-89444-5,*,AlQahtani M,Sci Rep,2021,published paper,5/11/2021,Unblinded,4/19/2020,Multicenter,Public/non profit,Ministry of Health Bahrain and the College of Surgeons in Ireland-Bahrain,Severe,Bahrain,Treatment,Convalescent plasma,20,20,1,*,28,Discharged alive,19,*,28,*,*,*,*,*,*, ,Some concerns,unblinded,Other,40,HIC,,N,N,,,,,,,,,,consistent
147_pub,147,2,NCT04356534,No,https://www.nature.com/articles/s41598-021-89444-5,*,AlQahtani M,Sci Rep,2021,published paper,5/11/2021,Unblinded,4/19/2020,Multicenter,Public/non profit,Ministry of Health Bahrain and the College of Surgeons in Ireland-Bahrain,Severe,Bahrain,Control,Standard care,20,20,2,*,28,Discharged alive,18,*,28,*,*,*,*,*,*, ,Some concerns,unblinded,Other,40,HIC,,N,N,,,,,,,,,,consistent
149_preprint,149,2,NCT04331899,Yes,https://www.medrxiv.org/content/10.1101/2020.11.18.20234161v1.full.pdf,*,Jagannathan P,medRxiv,2020,preprint,11/23/2020, single blinding,4/25/2020,Single,Mixed,Anonymous donors to Stanford University; Eiger BioPharmaceuticals (drug),Mild,USA,Treatment,Peginterferon Lambda-1a,60,60,*,*,*,*,*,*,*,*,*,*,25,2,*,28,Some concerns,blinded,Industry_Mixed,120,HIC,,,,,N,N,,,,,,,consistent
149_preprint,149,2,NCT04331899,Yes,https://www.medrxiv.org/content/10.1101/2020.11.18.20234161v1.full.pdf,*,Jagannathan P,medRxiv,2020,preprint,11/23/2020, single blinding,4/25/2020,Single,Mixed,Anonymous donors to Stanford University; Eiger BioPharmaceuticals (drug),Mild,USA,Control,Placebo,60,60,*,*,*,*,*,*,*,*,*,*,21,2,*,28,Some concerns,blinded,Industry_Mixed,120,HIC,,,,,N,N,,,,,,,consistent
149_pub,149,1,NCT04331899,Yes,https://www.nature.com/articles/s41467-021-22177-1.pdf,*,Jagannathan P,Nature,2021,published paper,3/30/2021,Participants and outcome assessor,4/25/2020,Single,Mixed,Anonymous donors to Stanford University; Eiger BioPharmaceuticals (drug),Outpatients,USA,Treatment,Peginterferon Lambda-1a,60,60,*,*,*,*,*,*,*,*,*,*,25,2,*,28,Some concerns,blinded,Industry_Mixed,120,HIC,,,,,N,N,,,,,,,consistent
149_pub,149,2,NCT04331899,Yes,https://www.nature.com/articles/s41467-021-22177-1.pdf,*,Jagannathan P,Nature,2021,published paper,3/30/2021,Participants and outcome assessor,4/25/2020,Single,Mixed,Anonymous donors to Stanford University; Eiger BioPharmaceuticals (drug),Outpatients,USA,Control,Placebo,60,60,*,*,*,*,*,*,*,*,*,*,21,2,*,28,Some concerns,blinded,Industry_Mixed,120,HIC,,,,,N,N,,,,,,,consistent
152_preprint,152,2,NCT04479163; PAEPCC1,No,https://www.medrxiv.org/content/10.1101/2020.11.20.20234013v1.full.pdf,*,Libster R,medRxiv,2020,preprint,11/21/2020, double blinding,6/4/2020,Multicenter,Public/non profit,The Bill & Melinda Gates Foundation; The Fundacion INFANT Pandemic Fund,Mild,Argentina,Treatment,Convalescent plasma,80,80,*,*,*,*,*,*,*,*,*,*,0,0,*,25,Some concerns,blinded,Other,160,LIC_MIC,,Y,,Y,N,N,,,,,,,consistent
152_preprint,152,2,NCT04479163; PAEPCC1,No,https://www.medrxiv.org/content/10.1101/2020.11.20.20234013v1.full.pdf,*,Libster R,medRxiv,2020,preprint,11/21/2020, double blinding,6/4/2020,Multicenter,Public/non profit,The Bill & Melinda Gates Foundation; The Fundacion INFANT Pandemic Fund,Mild,Argentina,Control,Placebo,80,80,*,*,*,*,*,*,*,*,*,*,0,0,*,25,Some concerns,blinded,Other,160,LIC_MIC,,Y,,Y,N,N,,,,,,,consistent
152_pub,152,1,NCT04479163,No,https://www.nejm.org/doi/pdf/10.1056/NEJMoa2033700?articleTools=true,*,Libster R,N Engl J Med,2021,published paper,1/6/2021, double blinding,6/4/2020,Multicenter,Public/non profit,The Bill & Melinda Gates Foundation; The Fundacion INFANT Pandemic Fund,Mild,Argentina,Treatment,Convalescent plasma,80,80,*,*,25,*,*,*,*,*,*,25,0,0,*,25,Some concerns,blinded,Other,160,LIC_MIC,,Y,,Y,N,N,,,,,,,consistent
152_pub,152,2,NCT04479163,No,https://www.nejm.org/doi/pdf/10.1056/NEJMoa2033700?articleTools=true,*,Libster R,N Engl J Med,2021,published paper,1/6/2021, double blinding,6/4/2020,Multicenter,Public/non profit,The Bill & Melinda Gates Foundation; The Fundacion INFANT Pandemic Fund,Mild,Argentina,Control,Placebo,80,80,*,*,25,*,*,*,*,*,*,25,0,0,*,25,Some concerns,blinded,Other,160,LIC_MIC,,Y,,Y,N,N,,,,,,,consistent
156_preprint,156,2,CTRI/2020/05/025209,Yes,https://www.medrxiv.org/content/10.1101/2020.11.25.20237883v1.full.pdf,*,Ray Y,medRxiv,2020,preprint,11/29/2020,Unblinded,5/31/2020,Single,Public/non profit,"Council of Scientific Industrial Research (CSIR), Govt. of India and Fondation Botnar",Severe,India,Treatment,Convalescent plasma,40,40,10,*,30,*,*,*,*,*,*,*,*,*,*,*,High,unblinded,Other,80,LIC_MIC,,,,,,,,,,,,,consistent
156_preprint,156,2,CTRI/2020/05/025209,Yes,https://www.medrxiv.org/content/10.1101/2020.11.25.20237883v1.full.pdf,*,Ray Y,medRxiv,2020,preprint,11/29/2020,Unblinded,5/31/2020,Single,Public/non profit,"Council of Scientific Industrial Research (CSIR), Govt. of India and Fondation Botnar",Severe,India,Control,Standard care,40,40,14,*,30,*,*,*,*,*,*,*,*,*,*,*,High,unblinded,Other,80,LIC_MIC,,,,,,,,,,,,,consistent
156_pub,156,1,CTRI/2020/05/025209,Yes,https://www.nature.com/articles/s41467-022-28064-7#Sec23 https://www.medrxiv.org/content/10.1101/2020.11.25.20237883v1.full.pdf,*,Ray Y,Nat Commun,2022,published paper,1/19/2022,Unblinded,5/31/2020,Single,Public/non profit,"Council of Scientific Industrial Research (CSIR), Govt. of India and Fondation Botnar",Severe,India,Treatment,Convalescent plasma,40,40,10,*,30,*,*,*,*,*,*,*,*,*,*,*,High,unblinded,Other,80,LIC_MIC,,,,,,,,,,,,,consistent
156_pub,156,1,CTRI/2020/05/025209,Yes,https://www.nature.com/articles/s41467-022-28064-7#Sec23 https://www.medrxiv.org/content/10.1101/2020.11.25.20237883v1.full.pdf,*,Ray Y,Nat Commun,2022,published paper,1/19/2022,Unblinded,5/31/2020,Single,Public/non profit,"Council of Scientific Industrial Research (CSIR), Govt. of India and Fondation Botnar",Severe,India,Control,Standard care,40,40,14,*,30,*,*,*,*,*,*,*,*,*,*,*,High,unblinded,Other,80,LIC_MIC,,,,,,,,,,,,,consistent
159_preprint,159,2,NCT04512027; CTRI/20,Yes,https://www.medrxiv.org/content/10.1101/2020.12.03.20238840v2.full.pdf,*,Sigamani A,medRxiv,2020,preprint,12/4/2020,Unblinded,9/15/2020,Single,Private,Pharmalectin Inc contracted the trial to a Contract Research Organisation â€“ CIMED Life Sciences,Mild,India,Treatment,Prolectin-M,5,5,*,*,*,Discharge (not hospitalized: score 1 or 2 on 7-point ordinal scale),5,*,28,*,*,*,1,0,*,28,Some concerns,unblinded,Industry_Mixed,10,LIC_MIC,,N,N,,N,N,,,,,,,consistent
159_preprint,159,2,NCT04512027; CTRI/20,Yes,https://www.medrxiv.org/content/10.1101/2020.12.03.20238840v2.full.pdf,*,Sigamani A,medRxiv,2020,preprint,12/4/2020,Unblinded,9/15/2020,Single,Private,Pharmalectin Inc contracted the trial to a Contract Research Organisation â€“ CIMED Life Sciences,Mild,India,Control,Standard care,5,5,*,*,*,Discharge (not hospitalized: score 1 or 2 on 7-point ordinal scale),5,*,28,*,*,*,0,0,*,28,Some concerns,unblinded,Industry_Mixed,10,LIC_MIC,,N,N,,N,N,,,,,,,consistent
159_pub,159,1,NCT04512027; CTRI/2020/09/027833,Yes,https://www.longdom.org/open-access/galectin-antagonist-use-in-mild-cases-of-sarscov2-pilot-feasibility-randomised-open-label-controlled-trial.pdf,*,Sigamani A,J Vaccines Vaccin,2020,published paper,12/30/2020,Unblinded,9/15/2020,Single,Private,Pharmalectin Inc contracted the trial to a Contract Research Organisation ��� CIMED Life Sciences,Mild,India,Treatment,Prolectin-M,5,5,*,*,*,Discharge (not hospitalized: score 1 or 2 on 7-point ordinal scale),5,*,28,*,*,*,1,0,*,28,Some concerns,unblinded,Industry_Mixed,10,LIC_MIC,,N,N,,N,N,,,,,,,consistent
159_pub,159,2,NCT04512027; CTRI/2020/09/027833,Yes,https://www.longdom.org/open-access/galectin-antagonist-use-in-mild-cases-of-sarscov2-pilot-feasibility-randomised-open-label-controlled-trial.pdf,*,Sigamani A,J Vaccines Vaccin,2020,published paper,12/30/2020,Unblinded,9/15/2020,Single,Private,Pharmalectin Inc contracted the trial to a Contract Research Organisation ��� CIMED Life Sciences,Mild,India,Control,Standard care,5,5,*,*,*,Discharge (not hospitalized: score 1 or 2 on 7-point ordinal scale),5,*,28,*,*,*,0,0,*,28,Some concerns,unblinded,Industry_Mixed,10,LIC_MIC,,N,N,,N,N,,,,,,,consistent
160_preprint,160,2,NCT04390022,Yes,https://assets.researchsquare.com/files/rs-116547/v1/362c43d8-cfa9-463c-b0d3-1da8a1c48676.pdf,SAINT,Chaccour C,Research square ,2020,preprint,12/7/2020, double blinding,7/31/2020,Single,Mixed,ISGlobal; University of Navarra. Unitaid; Spanish Ministry of Science and Innovation; Generalitat de Catalunya; Idipharma SL (placebo donation),Mild,Spain,Treatment,Ivermectin,12,12,*,*,*,*,*,*,*,*,*,*,5,*,*,28,Some concerns,blinded,Industry_Mixed,24,HIC,cannot find WHO7 data in pp nor pub,Y,,,N,Y,,,,,,,consistent
160_preprint,160,2,NCT04390022,Yes,https://assets.researchsquare.com/files/rs-116547/v1/362c43d8-cfa9-463c-b0d3-1da8a1c48676.pdf,SAINT,Chaccour C,Research square ,2020,preprint,12/7/2020, double blinding,7/31/2020,Single,Mixed,ISGlobal; University of Navarra. Unitaid; Spanish Ministry of Science and Innovation; Generalitat de Catalunya; Idipharma SL (placebo donation),Mild,Spain,Control,Placebo,12,12,*,*,*,*,*,*,*,*,*,*,5,*,*,28,Some concerns,blinded,Industry_Mixed,24,HIC,cannot find WHO7 data in pp nor pub,Y,,,N,Y,,,,,,,consistent
